Specie 	Kigdom 	Phylum 	Class 	Order 	Family 	Genus 	S_guild	MEBS_S	MEBS_CH4	MEBS_N	MEBS_O	MEBS_Fe	ROC_Fe	ROC_CH4	ROC_O	ROC_N	ROC_S	CAT_N	CAT_O	CAT_M	Cat_Fe
Martelella endophytica	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Aurantimonadaceae	 Martelella	NS	0.587	4.48	29.031	7.579	6.855	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Labrenzia sp. CP4	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Labrenzia	NS	1.976	4.376	29.079	5.632	7.501	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Burkholderia lata	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia,	NS	-0.743	4.297	28.996	5.603	4.563	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Burkholderia glumae PG1	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	NS	0.237	4.079	29.309	5.621	5.573	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Burkholderia ambifaria MC40-6	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia,	NS	-0.11	4.06	30.769	5.351	4.641	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Mycobacterium sp. JS623	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	-0.574	3.839	29.343	5.128	2.979	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Ensifer adhaerens	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Sinorhizobium/Ensifer group	NS	-1.441	3.708	29.963	4.86	7.969	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Shinella sp. HZN7	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Shinella	NS	-0.966	3.532	30.275	5.026	7.464	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Mycobacterium chubuense NBB4	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	2.846	3.466	29.994	4.895	2.479	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Burkholderia cenocepacia J2315	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia,	NS	-0.739	3.349	29.181	5.589	4.641	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Pseudomonas fluorescens PICF7	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	1.82	3.342	30.242	5.668	6.317	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Ralstonia pickettii DTP0602	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Ralstonia	NS	1.506	3.162	29.328	5.704	7.731	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Burkholderia sp. PAMC 26561	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	NS	-0.369	3.096	29.648	5.812	6.185	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Pseudomonas fluorescens NCIMB 11764	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	2.69	3.085	30.631	5.714	5.04	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Streptomyces hygroscopicus subsp. jinggangensis 5008	 Bacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	0	NS	2.586	2.982	29.219	5.88	2.831	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Pseudomonas sp. TKP	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	1.417	2.945	29.864	4.78	5.39	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Pseudomonas fluorescens SBW25	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	-1.224	2.91	29.85	4.94	5.312	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Paraburkholderia phytofirmans PsJN	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Paraburkholderia	NS	-0.41	2.902	30.557	5.88	4.98	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Rhodococcus jostii RHA1	 Bacteria	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Rhodococcus	0	NS	1.787	2.889	30.609	4.946	2.29	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Pseudonocardia dioxanivorans CB1190	 Bacteria	 Actinobacteria	 Pseudonocardiales	 Pseudonocardiaceae	 Pseudonocardia	0	NS	1.891	2.85	29.219	4.669	2.391	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Mycobacterium vanbaalenii PYR-1	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	0.247	2.835	29.666	5.762	2.221	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Burkholderia gladioli BSR3	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	NS	-0.698	2.822	31.256	5.693	4.303	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Pseudomonas citronellolis	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	1.658	2.757	28.977	4.575	6.407	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Paraburkholderia fungorum	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Paraburkholderia	NS	0.363	2.51	30.772	4.77	5.807	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Burkholderia cenocepacia AU 1054	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia,	NS	-0.739	2.19	30.102	4.574	4.452	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Kibdelosporangium phytohabitans	 Bacteria	 Actinobacteria	 Pseudonocardiales	 Pseudonocardiaceae	 Kibdelosporangium	0	NS	1.325	2.075	29.869	4.613	2.67	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Tistrella mobilis KA081020-065	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Tistrella	NS	0.62	1.408	29.336	5.552	5.234	ND	ND	ND	ND	NS	Nur	ND	ND	ND
Methylocella silvestris BL2	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Methylocella	NS	2.491	17.848	31.965	8.651	4.983	ND	Metli	ND	Nili	NS	Nili	ND	Metli	ND
Methylococcus capsulatus str. Bath	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Methylococcales	 Methylococcaceae	 Methylococcus	NS	4.401	17.649	24.067	8.224	7.555	ND	Metli	ND	Nili	NS	Nili	ND	Metli	ND
Methylomonas denitrificans	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Methylococcales	 Methylococcaceae	 Methylomonas	Sur	4.924	17.331	25.773	9.017	7.667	ND	Metli	ND	Nili	Sur	Nili	ND	Metli	ND
Azospirillum thiophilum	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Azospirillum	NS	1.82	16.8	30.173	7.236	7.993	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Azospirillum lipoferum 4B	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Azospirillum	NS	1.3	16.732	29.957	7.117	6.988	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Azospirillum brasilense	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Azospirillum	NS	1.923	15.188	30.806	7.802	8.284	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Rhizobium gallicum bv. gallicum R602	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	0.777	14.968	32.034	7.872	7.211	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Nitrosococcus halophilus Nc 4	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Chromatiaceae	 Nitrosococcus	NS	4.152	14.664	21.523	4.082	8.387	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Thioploca ingrica	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Thiotrichaceae	 Thioploca	CLSB	10.327	13.682	25.125	6.868	7.346	ND	ND	ND	Nili	Suli	Nili	ND	ND	ND
Nostoc sp. PCC 7524	 Bacteria	 Cyanobacteria	 Nostocales	 Nostocaceae	 Nostoc	0	NS	3.155	12.513	27.499	8.741	4.013	ND	ND	Oxli	Nili	NS	Nili	Oxli	ND	ND
Trichodesmium erythraeum IMS101	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Oscillatoriales	 Trichodesmium	0	NS	3.532	12.218	25.589	8.59	4.451	ND	ND	ND	Nili	NS	Nili	Our	ND	ND
Oscillatoria nigro-viridis PCC 7112	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Oscillatoriales	 Oscillatoria	0	NS	3.953	11.978	25.169	8.585	3.859	ND	ND	ND	Nili	NS	Nili	Our	ND	ND
Chloroherpeton thalassium ATCC 35110	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chloroherpeton	GSB	6.913	11.345	16.572	5.13	4.115	ND	ND	ND	Nili	Suli	Nili	ND	ND	ND
Anabaena sp. 90	 Bacteria	 Cyanobacteria	 Nostocales	 Nostocaceae	 Anabaena	0	NS	4.395	10.739	26.242	8.752	3.959	ND	ND	Oxli	Nili	NS	Nili	Oxli	ND	ND
Chlorobium phaeobacteroides DSM 266	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium/Pelodictyon group	GSB	8.974	10.687	15.84	5.945	5.451	ND	ND	ND	Nili	Suli	Nili	ND	ND	ND
Nitrosococcus watsonii C-113	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Chromatiaceae	 Nitrosococcus	NS	1.955	10.648	21.097	4.504	6.872	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Nitrosococcus oceani ATCC 19707	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Chromatiaceae	 Nitrosococcus	NS	2.116	10.586	21.558	4.58	8.672	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Chlorobium limicola DSM 245	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium/Pelodictyon group	GSB	9.23	10.478	16.522	6.416	6.052	ND	ND	ND	Nili	Suli	Nili	ND	ND	ND
Oscillatoria acuminata PCC 6304	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Oscillatoriales	 Oscillatoria	0	NS	2.92	10.328	22.264	7.811	4.702	ND	ND	ND	Nili	NS	Nili	Our	ND	ND
Calothrix sp. 336/3	 Bacteria	 Cyanobacteria	 Nostocales	 Rivulariaceae	 Calothrix	0	NS	3.648	10.26	27.054	8.569	3.89	ND	ND	Oxli	Nili	NS	Nili	Oxli	ND	ND
Nostoc punctiforme PCC 73102	 Bacteria	 Cyanobacteria	 Nostocales	 Nostocaceae	 Nostoc	0	NS	2.892	10.164	30.325	8.262	3.561	ND	ND	Oxli	Nili	NS	Nili	Oxli	ND	ND
Calothrix sp. PCC 7507	 Bacteria	 Cyanobacteria	 Nostocales	 Rivulariaceae	 Calothrix	0	NS	3.041	9.987	25.57	7.931	3.959	ND	ND	Oxli	Nili	NS	Nili	Oxli	ND	ND
Sinorhizobium medicae WSM419	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Sinorhizobium/Ensifer group	NS	0.323	9.497	32.889	7.937	7.312	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Chlorobium luteolum DSM 273	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium/Pelodictyon group	GSB	7.742	9.436	15.924	6.171	6.847	ND	ND	ND	Nili	Suli	Nili	ND	ND	ND
Nostoc sp. PCC 7120	 Bacteria	 Cyanobacteria	 Nostocales	 Nostocaceae	 Nostoc	0	NS	3.37	9.415	28.558	8.957	4.453	ND	ND	Oxli	Nili	NS	Nili	Oxli	ND	ND
Anabaena sp. wa102	 Bacteria	 Cyanobacteria	 Nostocales	 Nostocaceae	 Anabaena	0	NS	3.143	9.309	27.51	7.938	3.71	ND	ND	Oxli	Nili	NS	Nili	Oxli	ND	ND
Chlorobium phaeobacteroides BS1	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium/Pelodictyon group	GSB	11.649	9.264	15.393	6.394	7.412	ND	ND	ND	Nili	Suli	Nili	ND	ND	ND
Fischerella sp. NIES-3754	 Bacteria	 Cyanobacteria	 Stigonematales	 Fischerella	0	0	NS	3.343	9.201	27.137	8.305	4.451	ND	ND	Oxli	Nili	NS	Nili	Oxli	ND	ND
Nostoc sp. PCC 7107	 Bacteria	 Cyanobacteria	 Nostocales	 Nostocaceae	 Nostoc	0	NS	3.168	9.139	27.063	8.381	3.959	ND	ND	Oxli	Nili	NS	Nili	Oxli	ND	ND
Anabaena cylindrica PCC 7122	 Bacteria	 Cyanobacteria	 Nostocales	 Nostocaceae	 Anabaena	0	NS	3.148	9.053	26.266	9.532	3.371	ND	ND	Oxli	Nili	NS	Nili	Oxli	ND	ND
Sinorhizobium meliloti 1021	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Sinorhizobium/Ensifer group	NS	0.443	9.011	32.822	7.792	7.441	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Calothrix sp. PCC 6303	 Bacteria	 Cyanobacteria	 Nostocales	 Rivulariaceae	 Calothrix	0	Sur	4.547	8.908	27.603	8.539	3.71	ND	ND	Oxli	Nili	Sur	Nili	Oxli	ND	ND
Chlorobium tepidum TLS	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobaculum	GSB	11.354	8.887	15.77	5.684	3.852	ND	ND	ND	Nili	Suli	Nili	ND	ND	ND
Synechococcus elongatus PCC 6301	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechococcus	0	NS	3.601	8.715	20.969	9.252	3.749	ND	ND	Oxli	Nili	NS	Nili	Oxli	ND	ND
'Nostoc azollae' 0708	 Bacteria	 Cyanobacteria	 Nostocales	 Nostocaceae	 Trichormus	0	NS	3.029	8.371	21.256	8.371	3.371	ND	ND	Oxli	Nili	NS	Nili	Oxli	ND	ND
Rhodospirillum centenum SW	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Rhodospirillum	NS	1.225	8.048	24.106	7.212	8.053	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Rhodobacter sphaeroides ATCC 17029	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rhodobacter	NS	3.446	7.786	27.393	8.089	8.371	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Rhodobacter sphaeroides ATCC 17025	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rhodobacter	Sur	4.504	7.708	28.83	7.88	8.371	ND	ND	ND	Nili	Sur	Nili	ND	ND	ND
Bradyrhizobium icense	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	NS	2.348	7.617	33.336	8.65	7.432	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Chlorobium phaeovibrioides DSM 265	 Bacteria	 Chlorobi	 Chlorobia	 Chlorobiales	 Chlorobiaceae	 Chlorobium/Pelodictyon group	GSB	8.116	7.464	15.681	6.171	5.681	ND	ND	ND	Nili	Suli	Nili	ND	ND	ND
Paenibacillus graminis	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	3.058	7.388	21.757	6.756	3.944	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Paenibacillus riograndensis SBR5	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	3.058	7.375	22.965	7.376	3.944	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Rhizobium etli bv. mimosae str. IE4771	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	-0.436	7.31	30.885	7.71	4.317	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Rhizobium etli bv. mimosae str. Mim1	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	-0.663	7.31	30.814	7.71	3.978	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Azotobacter chroococcum NCIMB 8003	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Azotobacter	NS	2.355	7.177	27.175	6.971	6.262	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Nitratiruptor sp. SB155-2	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Nitratiruptor	0	0	Sur	8.51	6.829	15.352	5.392	5.429	ND	ND	ND	Nili	Sur	Nili	ND	ND	ND
Azotobacter vinelandii DJ	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Azotobacter	NS	2.145	6.801	27.062	6.733	6.073	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Rhizobium sp. N1341	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	-1.559	6.727	29.74	7.825	3.978	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Bradyrhizobium sp. CCGE-LA001	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	NS	2.17	6.708	34.073	8.86	6.988	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Bradyrhizobium diazoefficiens USDA 110	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	NS	2.474	6.421	33.921	8.831	7.703	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Bradyrhizobium japonicum USDA 6	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	NS	1.999	6.401	34.139	8.755	6.818	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Rhizobium leguminosarum bv. trifolii WSM1689	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	-1.483	6.391	30.896	7.72	5.996	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Denitrovibrio acetiphilus DSM 12809	 Bacteria	 Deferribacteres	 Deferribacterales	 Deferribacteraceae	 Denitrovibrio	0	Sur	5.418	6.339	18.752	5.633	6.471	ND	ND	ND	Nili	Sur	Nili	ND	ND	ND
Paenibacillus sabinae T27	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	4.504	6.246	24.167	7.736	4.133	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Aminobacterium colombiense DSM 12261	 Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Aminobacterium	NS	3.345	6.027	9.953	0.618	1.307	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Frankia sp. EAN1pec	 Bacteria	 Actinobacteria	 Frankiales	 Frankiaceae	 Frankia	0	NS	0.905	6.018	28.143	7.947	2.829	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Paenibacillus stellifer	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	3.776	6.012	20.354	6.315	1.912	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Rhizobium tropici CIAT 899	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	0.121	6.003	31.96	7.72	3.789	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Paenibacillus durus	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	4.444	5.985	23.98	6.824	4.053	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Bradyrhizobium sp. ORS 278	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	NS	1.953	5.952	34.058	8.871	6.707	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Rhodococcus opacus B4	 Bacteria	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Rhodococcus	0	NS	1.322	5.925	29.703	4.828	2.221	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Bradyrhizobium sp. S23321	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	NS	0.362	5.824	33.75	8.936	8.242	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Bradyrhizobium oligotrophicum S58	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	NS	1.211	5.775	32.898	8.871	7.482	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Bradyrhizobium sp. BTAi1	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Bradyrhizobiaceae	 Bradyrhizobium	NS	1.804	5.584	33.539	8.871	7.735	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Paenibacillus durus ATCC 35681	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	3.958	5.468	22.662	6.874	3.884	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Sinorhizobium fredii NGR234	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Sinorhizobium/Ensifer group	NS	-0.952	5.343	31.719	7.667	7.19	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Nitrospira defluvii	 Bacteria	 Nitrospirae	 Nitrospirales	 Nitrospiraceae	 Nitrospira	0	NS	1.775	5.341	19.923	4.909	5.516	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Candidatus Nitrosopumilus adriaticus	 Archaea	 Thaumarchaeota	 Nitrosopumilales	 Nitrosopumilaceae	 Nitrosopumilus	0	NS	2.858	5.321	12.622	3.473	2.693	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Azospirillum sp. B510	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Azospirillum	NS	1.064	5.28	31.695	7.742	6.988	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Candidatus Nitrosotenuis cloacae	 Archaea	 Thaumarchaeota	 unclassified Thaumarchaeota	 Candidatus Nitrosotenuis	0	0	NS	3.182	5.251	14.285	3.311	2.375	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Frankia casuarinae	 Bacteria	 Actinobacteria	 Frankiales	 Frankiaceae	 Frankia	0	NS	2.123	5.192	26.859	7.947	2.682	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Nitrosomonas communis	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Nitrosomonadales	 Nitrosomonadaceae	 Nitrosomonas	NS	0.756	5.116	20.848	4.131	8.163	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Gluconacetobacter diazotrophicus PA1 5	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Gluconacetobacter	NS	1.262	5.079	23.993	7.995	6.296	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Candidatus Nitrosopumilus sp. AR2	 Archaea	 Thaumarchaeota	 Nitrosopumilales	 Nitrosopumilaceae	 Nitrosopumilus	0	NS	3.256	5.041	14.502	3.229	2.624	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Nitrospira moscoviensis	 Bacteria	 Nitrospirae	 Nitrospirales	 Nitrospiraceae	 Nitrospira	0	NS	2.731	4.995	23.245	4.914	7.45	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Frankia alni ACN14a	 Bacteria	 Actinobacteria	 Frankiales	 Frankiaceae	 Frankia	0	NS	2.332	4.881	28.734	7.882	2.391	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Klebsiella	NS	1.476	4.866	25.744	3.781	3.569	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Azorhizobium caulinodans ORS 571	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Azorhizobium	NS	1.741	4.858	31.908	8.526	4.991	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Nitratifractor salsuginis DSM 16511	 Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Nitratifractor	0	Sur	7.414	4.756	16.235	4.43	6.743	ND	ND	ND	Nili	Sur	Nili	ND	ND	ND
Paenibacillus sp. FSL R7-0331	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	3.861	4.692	22.343	7.408	3.695	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Paenibacillus odorifer	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	3.709	4.671	21.814	7.452	3.613	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Azospirillum humicireducens	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Azospirillum	NS	-0.364	4.427	25.133	7.02	4.763	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Paracoccus denitrificans PD1222	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Paracoccus	CLSB	3.79	4.332	28.298	4.802	6.841	ND	ND	ND	Nili	Suli	Nili	ND	ND	ND
Candidatus Nitrospira inopinata	 Bacteria	 Nitrospirae	 Nitrospirales	 Nitrospiraceae	 Nitrospira	0	NS	3.737	4.122	21.706	3.425	5.645	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
Paenibacillus sp. FSL H7-0357	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	2.932	4.09	23.46	6.751	3.944	ND	ND	ND	Nili	NS	Nili	ND	ND	ND
